sensor_id,avg_temp,rank_temp
1008,30.92285714285714,1
1019,30.868333333333336,2
1028,29.087142857142858,3
1040,28.845,4
1050,28.16555555555556,5
1074,28.07777777777778,6
1039,28.06,7
1045,27.999000000000002,8
1026,27.845,9
1036,27.839999999999993,10
1042,27.614000000000008,11
1000,27.310000000000002,12
1024,27.155833333333334,13
1084,27.072499999999998,14
1032,27.0,15
1093,26.902000000000005,16
1081,26.874000000000002,17
1003,26.806923076923077,18
1031,26.729999999999997,19
1082,26.595,20
1046,26.55818181818182,21
1018,26.465714285714284,22
1080,26.46,23
1013,26.439999999999998,24
1053,26.41666666666666,25
1041,26.366250000000004,26
1048,26.341999999999995,27
1083,26.236666666666665,28
1029,26.224999999999998,29
1058,26.156,30
1088,26.148461538461543,31
1033,26.014000000000003,32
1054,25.969999999999995,33
1095,25.930000000000003,34
1097,25.91153846153846,35
1098,25.87833333333333,36
1012,25.87375,37
1037,25.824545454545458,38
1047,25.74857142857142,39
1011,25.689090909090908,40
1051,25.567500000000003,41
1007,25.556666666666665,42
1016,25.529090909090908,43
1100,25.455625,44
1043,25.45,45
1073,25.391111111111112,46
1002,25.379375000000003,47
1077,25.362727272727273,48
1035,25.354285714285712,49
1070,25.224,50
1014,25.22230769230769,51
1027,25.177500000000002,52
1076,25.075454545454544,53
1034,25.043750000000003,54
1017,25.0,55
1071,24.919000000000004,56
1004,24.849,57
1096,24.845000000000002,58
1064,24.577777777777776,59
1086,24.555,60
1085,24.47461538461539,61
1061,24.463846153846156,62
1060,24.411,63
1025,24.365000000000002,64
1010,24.35333333333333,65
1091,24.265,66
1079,24.236,67
1062,24.151000000000003,68
1078,24.02125,69
1030,23.991666666666664,70
1009,23.8975,71
1099,23.764,72
1001,23.703333333333337,73
1006,23.614,74
1023,23.610999999999997,75
1044,23.566,76
1022,23.561111111111114,77
1063,23.512727272727272,78
1092,23.252142857142854,79
1067,23.20416666666667,80
1075,23.15777777777778,81
1057,23.1525,82
1072,23.11833333333333,83
1020,23.11125,84
1055,23.014444444444443,85
1052,22.966,86
1049,22.892727272727274,87
1015,22.796666666666667,88
1059,22.784999999999997,89
1038,22.699285714285715,90
1066,22.590999999999998,91
1089,22.504444444444445,92
1068,22.454285714285714,93
1021,22.166666666666668,94
1090,21.830000000000002,95
1065,21.609411764705882,96
1005,21.564545454545456,97
1094,21.01777777777778,98
1069,20.970000000000002,99
1087,19.378333333333334,100
1056,19.250999999999998,101
