sensor_id,avg_temp,rank_temp
1080,34.45,1
1048,29.786666666666672,2
1057,29.087499999999995,3
1003,28.9,4
1010,28.42642857142857,5
1050,28.17076923076923,6
1069,27.976,7
1051,27.78888888888889,8
1078,27.701999999999998,9
1079,27.494545454545456,10
1077,27.15888888888889,11
1008,27.135,12
1053,27.08857142857143,13
1021,26.997142857142858,14
1045,26.894166666666667,15
1033,26.875454545454545,16
1014,26.837142857142858,17
1009,26.5475,18
1061,26.479999999999997,19
1067,26.465384615384615,20
1047,26.373636363636365,21
1059,26.313750000000002,22
1043,26.287272727272725,23
1030,26.208,24
1040,26.16444444444444,25
1041,26.138333333333335,26
1034,26.099,27
1093,26.095555555555553,28
1095,26.046666666666667,29
1086,25.990909090909096,30
1072,25.924444444444443,31
1046,25.90615384615385,32
1035,25.856250000000003,33
1062,25.767142857142858,34
1068,25.75222222222222,35
1085,25.69666666666667,36
1076,25.580666666666666,37
1038,25.522222222222222,38
1018,25.490769230769235,39
1055,25.460000000000004,40
1071,25.44272727272727,41
1070,25.406,42
1052,25.37222222222222,43
1073,25.366923076923072,44
1019,25.27916666666667,45
1029,25.259999999999998,46
1098,25.259999999999998,46
1026,25.21375,47
1100,25.20714285714286,48
1036,25.188333333333333,49
1089,25.16,50
1027,25.082,51
1049,25.069999999999997,52
1012,24.974285714285713,53
1037,24.970000000000002,54
1090,24.927272727272733,55
1039,24.883749999999996,56
1075,24.846666666666664,57
1083,24.8375,58
1011,24.69272727272727,59
1031,24.676666666666666,60
1054,24.585555555555555,61
1004,24.55272727272727,62
1094,24.464999999999993,63
1002,24.35,64
1063,24.325833333333332,65
1042,24.317777777777778,66
1088,24.31,67
1091,24.209000000000003,68
1074,24.105,69
1060,24.075,70
1064,24.06866666666667,71
1016,24.04692307692308,72
1022,24.012857142857147,73
1000,23.99083333333333,74
1087,23.977500000000003,75
1001,23.685000000000002,76
1097,23.677000000000003,77
1081,23.617142857142856,78
1024,23.514444444444447,79
1032,23.444999999999997,80
1044,23.3875,81
1028,23.237692307692306,82
1065,23.180000000000003,83
1015,23.131666666666664,84
1056,22.783333333333335,85
1099,22.557000000000002,86
1066,22.449999999999996,87
1092,22.41,88
1058,22.34875,89
1096,22.345,90
1013,22.339,91
1082,22.20777777777778,92
1020,22.094285714285714,93
1023,21.922142857142855,94
1025,21.900000000000002,95
1007,21.768,96
1084,21.7125,97
1017,20.93,98
1005,20.705999999999996,99
1006,19.72,100
